geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId	DB
GO:0000075	cell cycle checkpoint	http://amigo.geneontology.org/amigo/term/GO:0000075	179	22	3.0171513060621	7.2916462478356	2.19380069665931e-13	2.89401061254836e-11	701;891;983;990;991;1063;1111;4085;5347;6664;7153;7272;8318;9212;9319;9735;10403;11130;51514;79968;83990;144455	E2F7;CENPF;BRIP1;WDR76;CHEK1;DTL;MAD2L1;CDC45;NDC80;CDK1;CCNB1;BUB1B;AURKB;TTK;TOP2A;ZWINT;KNTC1;PLK1;CDC20;CDC6;TRIP13;SOX11	geneontology_Biological_Process
GO:0140013	meiotic nuclear division	http://amigo.geneontology.org/amigo/term/GO:0140013	94	17	1.58442582552982	10.7294388453403	2.19824158875781e-13	2.89401061254836e-11	701;991;5347;7153;7272;9134;9232;9319;9700;10592;23397;25788;26271;81930;83540;83990;259266	FBXO5;BRIP1;CCNE2;SMC2;KIF18A;ASPM;NCAPH;BUB1B;NUF2;TTK;ESPL1;RAD54B;TOP2A;PTTG1;PLK1;CDC20;TRIP13	geneontology_Biological_Process
GO:0033048	negative regulation of mitotic sister chromatid segregation	http://amigo.geneontology.org/amigo/term/GO:0033048	36	12	0.606801379990143	19.775828460039	3.14526182876307e-13	4.04666527559721e-11	701;891;991;1063;4085;5347;7272;9212;9232;9319;10403;26271	FBXO5;CENPF;MAD2L1;NDC80;CCNB1;BUB1B;AURKB;TTK;PTTG1;PLK1;CDC20;TRIP13	geneontology_Biological_Process
GO:0051784	negative regulation of nuclear division	http://amigo.geneontology.org/amigo/term/GO:0051784	47	13	0.792212912764909	16.4097299987558	4.79394302033143e-13	6.03078031957693e-11	701;891;991;1063;1111;4085;5347;7272;9212;9232;9319;10403;26271	FBXO5;CENPF;CHEK1;MAD2L1;NDC80;CCNB1;BUB1B;AURKB;TTK;PTTG1;PLK1;CDC20;TRIP13	geneontology_Biological_Process
GO:0051321	meiotic cell cycle	http://amigo.geneontology.org/amigo/term/GO:0051321	157	20	2.64632824051257	7.55764144969643	1.47726275656623e-12	1.81799662280901e-10	701;991;4751;5347;7153;7272;8438;9134;9156;9232;9319;9700;10592;23397;25788;26271;81930;83540;83990;259266	EXO1;FBXO5;BRIP1;CCNE2;SMC2;RAD54L;KIF18A;NEK2;ASPM;NCAPH;BUB1B;NUF2;TTK;ESPL1;RAD54B;TOP2A;PTTG1;PLK1;CDC20;TRIP13	geneontology_Biological_Process
GO:0045841	negative regulation of mitotic metaphase/anaphase transition	http://amigo.geneontology.org/amigo/term/GO:0045841	32	11	0.539379004435683	20.3938230994152	2.14606110660043e-12	2.5848621115883e-10	701;891;991;1063;4085;5347;7272;9212;9319;10403;26271	FBXO5;CENPF;MAD2L1;NDC80;CCNB1;BUB1B;AURKB;TTK;PLK1;CDC20;TRIP13	geneontology_Biological_Process
GO:1902100	negative regulation of metaphase/anaphase transition of cell cycle	http://amigo.geneontology.org/amigo/term/GO:1902100	33	11	0.556234598324298	19.775828460039	3.17246229286638e-12	3.66516511018706e-10	701;891;991;1063;4085;5347;7272;9212;9319;10403;26271	FBXO5;CENPF;MAD2L1;NDC80;CCNB1;BUB1B;AURKB;TTK;PLK1;CDC20;TRIP13	geneontology_Biological_Process
GO:0031145	anaphase-promoting complex-dependent catabolic process	http://amigo.geneontology.org/amigo/term/GO:0031145	33	11	0.556234598324298	19.775828460039	3.17246229286638e-12	3.66516511018706e-10	701;891;983;991;4085;5347;9212;9232;11065;26271;27338	FBXO5;MAD2L1;CDK1;CCNB1;BUB1B;AURKB;UBE2S;PTTG1;PLK1;CDC20;UBE2C	geneontology_Biological_Process
GO:0071103	DNA conformation change	http://amigo.geneontology.org/amigo/term/GO:0071103	184	21	3.10142927550518	6.77107170099161	3.45756756559013e-12	3.86291665321892e-10	891;983;1029;3070;4171;7153;8318;8438;10592;11339;23397;25788;51203;54892;55355;55723;64105;64151;64946;83990;113130	MCM2;BRIP1;SMC2;RAD54L;HELLS;CENPH;NUSAP1;OIP5;CDCA5;CDC45;HJURP;CDK1;NCAPH;NCAPG;CCNB1;NCAPG2;RAD54B;TOP2A;ASF1B;CENPK;CDKN2A	geneontology_Biological_Process
GO:0045132	meiotic chromosome segregation	http://amigo.geneontology.org/amigo/term/GO:0045132	43	12	0.724790537210449	16.5565075479396	3.48010509299002e-12	3.86291665321892e-10	701;5347;7153;7272;9134;9232;9319;9700;10592;23397;83540;83990	BRIP1;CCNE2;SMC2;NCAPH;BUB1B;NUF2;TTK;ESPL1;TOP2A;PTTG1;PLK1;TRIP13	geneontology_Biological_Process
GO:0051303	establishment of chromosome localization	http://amigo.geneontology.org/amigo/term/GO:0051303	57	13	0.96076885165106	13.530829998974	7.21023241112562e-12	7.84944724603502e-10	891;1062;1063;9787;9928;10403;10615;11004;55143;55165;81930;83540;113130	CENPF;CDCA8;KIF2C;KIF18A;KIF14;CDCA5;NDC80;CCNB1;NUF2;SPAG5;DLGAP5;CENPE;CEP55	geneontology_Biological_Process
GO:0050000	chromosome localization	http://amigo.geneontology.org/amigo/term/GO:0050000	58	13	0.977624445539675	13.2975398265779	9.15867381934277e-12	9.78250047005649e-10	891;1062;1063;9787;9928;10403;10615;11004;55143;55165;81930;83540;113130	CENPF;CDCA8;KIF2C;KIF18A;KIF14;CDCA5;NDC80;CCNB1;NUF2;SPAG5;DLGAP5;CENPE;CEP55	geneontology_Biological_Process
GO:0051310	metaphase plate congression	http://amigo.geneontology.org/amigo/term/GO:0051310	47	12	0.792212912764909	15.1474430757745	1.11830544824443e-11	1.17235687824291e-09	891;1062;1063;9928;10403;10615;11004;55143;55165;81930;83540;113130	CENPF;CDCA8;KIF2C;KIF18A;KIF14;CDCA5;NDC80;CCNB1;NUF2;SPAG5;CENPE;CEP55	geneontology_Biological_Process
GO:0006323	DNA packaging	http://amigo.geneontology.org/amigo/term/GO:0006323	122	17	2.05638245441104	8.26694468411466	1.78520531690651e-11	1.83746314527414e-09	891;983;1029;3070;4171;7153;10592;11339;23397;51203;54892;55355;55723;64105;64151;64946;113130	MCM2;SMC2;HELLS;CENPH;NUSAP1;OIP5;CDCA5;HJURP;CDK1;NCAPH;NCAPG;CCNB1;NCAPG2;TOP2A;ASF1B;CENPK;CDKN2A	geneontology_Biological_Process
GO:0010948	negative regulation of cell cycle process	http://amigo.geneontology.org/amigo/term/GO:0010948	226	22	3.80936421882701	5.7752419396574	2.52137200007496e-11	2.54883694507578e-09	701;891;983;990;991;1063;1111;2146;4085;4751;5347;6241;7272;8317;9212;9232;9319;9700;10403;26271;51514;144455	FBXO5;E2F7;CENPF;CHEK1;DTL;NEK2;MAD2L1;CDC7;NDC80;CDK1;CCNB1;BUB1B;AURKB;TTK;ESPL1;PTTG1;PLK1;CDC20;EZH2;CDC6;RRM2;TRIP13	geneontology_Biological_Process
GO:0007094	mitotic spindle assembly checkpoint	http://amigo.geneontology.org/amigo/term/GO:0007094	30	10	0.505667816658453	19.775828460039	3.19422266414904e-11	3.01374908362462e-09	701;891;991;1063;4085;5347;7272;9212;9319;10403	CENPF;MAD2L1;NDC80;CCNB1;BUB1B;AURKB;TTK;PLK1;CDC20;TRIP13	geneontology_Biological_Process
GO:0031577	spindle checkpoint	http://amigo.geneontology.org/amigo/term/GO:0031577	30	10	0.505667816658453	19.775828460039	3.19422266414904e-11	3.01374908362462e-09	701;891;991;1063;4085;5347;7272;9212;9319;10403	CENPF;MAD2L1;NDC80;CCNB1;BUB1B;AURKB;TTK;PLK1;CDC20;TRIP13	geneontology_Biological_Process
GO:0071173	spindle assembly checkpoint	http://amigo.geneontology.org/amigo/term/GO:0071173	30	10	0.505667816658453	19.775828460039	3.19422266414904e-11	3.01374908362462e-09	701;891;991;1063;4085;5347;7272;9212;9319;10403	CENPF;MAD2L1;NDC80;CCNB1;BUB1B;AURKB;TTK;PLK1;CDC20;TRIP13	geneontology_Biological_Process
GO:0071174	mitotic spindle checkpoint	http://amigo.geneontology.org/amigo/term/GO:0071174	30	10	0.505667816658453	19.775828460039	3.19422266414904e-11	3.01374908362462e-09	701;891;991;1063;4085;5347;7272;9212;9319;10403	CENPF;MAD2L1;NDC80;CCNB1;BUB1B;AURKB;TTK;PLK1;CDC20;TRIP13	geneontology_Biological_Process
GO:0044839	cell cycle G2/M phase transition	http://amigo.geneontology.org/amigo/term/GO:0044839	172	19	2.89916214884179	6.55361757105943	7.04698521758473e-11	6.53983333061429e-09	890;891;983;990;1063;1111;2305;3161;4751;5347;6502;8317;9212;9833;9928;10733;22974;26271;51514	FBXO5;CENPF;CHEK1;DTL;NEK2;KIF14;SKP2;CDC7;CDK1;PLK4;CCNB1;AURKB;TPX2;FOXM1;CCNA2;MELK;PLK1;CDC6;HMMR	geneontology_Biological_Process
GO:0008608	attachment of spindle microtubules to kinetochore	http://amigo.geneontology.org/amigo/term/GO:0008608	24	9	0.404534253326762	22.2478070175439	9.36160038378375e-11	8.54774512461287e-09	891;1062;4751;9212;10403;10615;11004;29127;83540	KIF2C;NEK2;NDC80;RACGAP1;CCNB1;NUF2;AURKB;SPAG5;CENPE	geneontology_Biological_Process
GO:2001251	negative regulation of chromosome organization	http://amigo.geneontology.org/amigo/term/GO:2001251	117	16	1.97210448496796	8.11316039386215	9.65743041092537e-11	8.67789104067437e-09	701;891;991;1063;4085;4171;5347;7153;7272;9212;9232;9319;9700;10403;26271;29028	FBXO5;MCM2;CENPF;ATAD2;MAD2L1;NDC80;CCNB1;BUB1B;AURKB;TTK;ESPL1;TOP2A;PTTG1;PLK1;CDC20;TRIP13	geneontology_Biological_Process
GO:0000086	G2/M transition of mitotic cell cycle	http://amigo.geneontology.org/amigo/term/GO:0000086	158	18	2.66318383440118	6.75882744836775	1.37481137585382e-10	1.2160636247982e-08	890;891;983;990;1063;2305;3161;4751;5347;6502;8317;9212;9833;9928;10733;22974;26271;51514	FBXO5;CENPF;DTL;NEK2;KIF14;SKP2;CDC7;CDK1;PLK4;CCNB1;AURKB;TPX2;FOXM1;CCNA2;MELK;PLK1;CDC6;HMMR	geneontology_Biological_Process
GO:0045930	negative regulation of mitotic cell cycle	http://amigo.geneontology.org/amigo/term/GO:0045930	210	20	3.53967471660917	5.65023670286828	3.21048188034467e-10	2.79608275763557e-08	701;891;983;990;991;1063;1111;2146;4085;5347;7153;7272;9212;9232;9319;9735;10403;11130;26271;144455	FBXO5;E2F7;CENPF;CHEK1;MAD2L1;NDC80;CDK1;CCNB1;BUB1B;AURKB;TTK;TOP2A;ZWINT;KNTC1;PTTG1;PLK1;CDC20;EZH2;CDC6;TRIP13	geneontology_Biological_Process
GO:0007080	mitotic metaphase plate congression	http://amigo.geneontology.org/amigo/term/GO:0007080	39	10	0.657368161655988	15.2121757384915	5.93015192507096e-10	5.0864530375495e-08	891;1062;9928;10403;11004;55143;55165;81930;83540;113130	CDCA8;KIF2C;KIF18A;KIF14;CDCA5;NDC80;CCNB1;NUF2;CENPE;CEP55	geneontology_Biological_Process
GO:1901988	negative regulation of cell cycle phase transition	http://amigo.geneontology.org/amigo/term/GO:1901988	154	17	2.59576145884672	6.54913799650642	7.56627760445383e-10	6.39293992818106e-08	701;891;983;990;991;1063;1111;2146;4085;5347;7272;9212;9319;10403;26271;51514;144455	FBXO5;E2F7;CENPF;CHEK1;DTL;MAD2L1;NDC80;CDK1;CCNB1;BUB1B;AURKB;TTK;PLK1;CDC20;EZH2;CDC6;TRIP13	geneontology_Biological_Process
GO:0007093	mitotic cell cycle checkpoint	http://amigo.geneontology.org/amigo/term/GO:0007093	137	16	2.30921636274027	6.92875741665599	1.06115671805185e-09	8.74452458849115e-08	701;891;983;990;991;1063;4085;5347;7153;7272;9212;9319;9735;10403;11130;144455	E2F7;CENPF;MAD2L1;NDC80;CDK1;CCNB1;BUB1B;AURKB;TTK;TOP2A;ZWINT;KNTC1;PLK1;CDC20;CDC6;TRIP13	geneontology_Biological_Process
GO:0051225	spindle assembly	http://amigo.geneontology.org/amigo/term/GO:0051225	83	13	1.39901429275505	9.29225674628338	1.06584030490353e-09	8.74452458849115e-08	991;3832;4605;4751;5347;9212;9493;10615;22974;24137;26271;29127;259266	FBXO5;NEK2;ASPM;RACGAP1;AURKB;TPX2;SPAG5;KIF23;MYBL2;KIF11;PLK1;CDC20;KIF4A	geneontology_Biological_Process
GO:0044843	cell cycle G1/S phase transition	http://amigo.geneontology.org/amigo/term/GO:0044843	215	19	3.62395268605224	5.24289405684755	3.24302185106262e-09	2.59089530477817e-07	890;891;983;990;1029;1033;2146;4171;5427;6241;6502;7298;8317;8318;9134;9928;26271;55388;144455	FBXO5;MCM2;E2F7;CCNE2;TYMS;KIF14;SKP2;CDC45;CDC7;CDK1;CCNB1;CCNA2;MCM10;EZH2;POLE2;CDKN3;CDC6;RRM2;CDKN2A	geneontology_Biological_Process
GO:0030261	chromosome condensation	http://amigo.geneontology.org/amigo/term/GO:0030261	34	9	0.573090192212913	15.7043343653251	3.24948890018106e-09	2.59089530477817e-07	891;983;7153;10592;23397;51203;54892;64151;113130	SMC2;NUSAP1;CDCA5;CDK1;NCAPH;NCAPG;CCNB1;NCAPG2;TOP2A	geneontology_Biological_Process
GO:0051383	kinetochore organization	http://amigo.geneontology.org/amigo/term/GO:0051383	16	7	0.269689502217841	25.9557748538012	3.44208261893186e-09	2.70633745913518e-07	1062;1063;10403;10592;64105;64946;83540	CENPF;SMC2;CENPH;NDC80;NUF2;CENPK;CENPE	geneontology_Biological_Process
GO:1901989	positive regulation of cell cycle phase transition	http://amigo.geneontology.org/amigo/term/GO:1901989	76	12	1.28102513553475	9.36749769159741	4.34892610812199e-09	3.37250283535323e-07	891;983;990;2146;8317;8318;9700;9787;11065;26271;51514;113130	FBXO5;DTL;CDCA5;CDC45;CDC7;CDK1;CCNB1;ESPL1;DLGAP5;EZH2;CDC6;UBE2C	geneontology_Biological_Process
GO:1902749	regulation of cell cycle G2/M phase transition	http://amigo.geneontology.org/amigo/term/GO:1902749	133	15	2.24179398718581	6.69106977971244	5.8844962236293e-09	4.50163961107641e-07	891;983;990;1063;1111;3161;4751;5347;8317;9212;9928;10733;22974;26271;51514	FBXO5;CENPF;CHEK1;DTL;NEK2;KIF14;CDC7;CDK1;PLK4;CCNB1;AURKB;TPX2;PLK1;CDC6;HMMR	geneontology_Biological_Process
GO:0006260	DNA replication	http://amigo.geneontology.org/amigo/term/GO:0006260	202	18	3.40482996550025	5.28660760812923	7.57221696456867e-09	5.71550936485643e-07	890;983;990;1111;2237;4171;5427;5984;6241;8317;8318;9134;9156;26271;51514;55388;83990;144455	EXO1;FBXO5;MCM2;RFC4;FEN1;E2F7;BRIP1;CCNE2;CHEK1;DTL;CDC45;CDC7;CDK1;CCNA2;MCM10;POLE2;CDC6;RRM2	geneontology_Biological_Process
GO:0090307	mitotic spindle assembly	http://amigo.geneontology.org/amigo/term/GO:0090307	50	10	0.842779694430754	11.8654970760234	8.1666495788113e-09	6.08307937705931e-07	991;3832;4605;4751;5347;9212;9493;22974;24137;29127	NEK2;RACGAP1;AURKB;TPX2;KIF23;MYBL2;KIF11;PLK1;CDC20;KIF4A	geneontology_Biological_Process
GO:0000082	G1/S transition of mitotic cell cycle	http://amigo.geneontology.org/amigo/term/GO:0000082	204	18	3.43854115327748	5.23477812177503	8.85182394050332e-09	6.50781497755705e-07	891;983;990;1029;1033;2146;4171;5427;6241;6502;7298;8317;8318;9134;9928;26271;55388;144455	FBXO5;MCM2;E2F7;CCNE2;TYMS;KIF14;SKP2;CDC45;CDC7;CDK1;CCNB1;MCM10;EZH2;POLE2;CDKN3;CDC6;RRM2;CDKN2A	geneontology_Biological_Process
GO:1901992	positive regulation of mitotic cell cycle phase transition	http://amigo.geneontology.org/amigo/term/GO:1901992	67	11	1.12932479053721	9.74033342061622	1.28360350126755e-08	9.31599925727641e-07	891;983;990;8317;8318;9700;9787;11065;26271;51514;113130	FBXO5;DTL;CDCA5;CDC45;CDC7;CDK1;CCNB1;ESPL1;DLGAP5;CDC6;UBE2C	geneontology_Biological_Process
GO:0010389	regulation of G2/M transition of mitotic cell cycle	http://amigo.geneontology.org/amigo/term/GO:0010389	121	14	2.03952686052242	6.86433715141849	1.38713034392168e-08	9.9399302239755e-07	891;983;990;1063;3161;4751;5347;8317;9212;9928;10733;22974;26271;51514	FBXO5;CENPF;DTL;NEK2;KIF14;CDC7;CDK1;PLK4;CCNB1;AURKB;TPX2;PLK1;CDC6;HMMR	geneontology_Biological_Process
GO:1901991	negative regulation of mitotic cell cycle phase transition	http://amigo.geneontology.org/amigo/term/GO:1901991	142	15	2.39349433218334	6.26698789226588	1.45415529617665e-08	1.028996641457e-06	701;891;983;990;991;1063;2146;4085;5347;7272;9212;9319;10403;26271;144455	FBXO5;E2F7;CENPF;MAD2L1;NDC80;CDK1;CCNB1;BUB1B;AURKB;TTK;PLK1;CDC20;EZH2;CDC6;TRIP13	geneontology_Biological_Process
GO:0000910	cytokinesis	http://amigo.geneontology.org/amigo/term/GO:0000910	130	14	2.19122720551996	6.38911381016644	3.51266822296026e-08	2.45496479138e-06	990;5347;9055;9212;9493;9700;9928;10112;24137;29127;51203;54443;55165;144455	E2F7;NUSAP1;KIF14;RACGAP1;AURKB;KIF23;ESPL1;PRC1;PLK1;KIF4A;KIF20A;CDC6;ANLN;CEP55	geneontology_Biological_Process
GO:0045931	positive regulation of mitotic cell cycle	http://amigo.geneontology.org/amigo/term/GO:0045931	131	14	2.20808279940858	6.34034194902013	3.87597524076355e-08	2.67584095584908e-06	891;983;990;4085;8317;8318;9700;9787;10403;11065;26271;51203;51514;113130	FBXO5;DTL;NUSAP1;MAD2L1;CDCA5;CDC45;CDC7;NDC80;CDK1;CCNB1;ESPL1;DLGAP5;CDC6;UBE2C	geneontology_Biological_Process
GO:0051231	spindle elongation	http://amigo.geneontology.org/amigo/term/GO:0051231	10	5	0.168555938886151	29.6637426900585	3.02076387348471e-07	2.06030654069843e-05	9055;9212;9493;24137;29127	RACGAP1;AURKB;KIF23;PRC1;KIF4A	geneontology_Biological_Process
GO:0007127	meiosis I	http://amigo.geneontology.org/amigo/term/GO:0007127	56	9	0.943913257762445	9.53477443609023	3.41495389077906e-07	2.30143499710717e-05	5347;7153;9134;9232;9319;9700;25788;26271;83990	FBXO5;BRIP1;CCNE2;ESPL1;RAD54B;TOP2A;PTTG1;PLK1;TRIP13	geneontology_Biological_Process
GO:0034508	centromere complex assembly	http://amigo.geneontology.org/amigo/term/GO:0034508	29	7	0.488812222769837	14.3204275055455	3.90326369781313e-07	2.59957362274354e-05	1062;1063;3070;11339;55355;64105;64946	CENPF;HELLS;CENPH;OIP5;HJURP;CENPK;CENPE	geneontology_Biological_Process
GO:1904666	regulation of ubiquitin protein ligase activity	http://amigo.geneontology.org/amigo/term/GO:1904666	19	6	0.320256283883687	18.7349953831948	4.751940252401e-07	3.12799229870256e-05	991;4085;5347;11065;26271;27338	FBXO5;MAD2L1;UBE2S;PLK1;CDC20;UBE2C	geneontology_Biological_Process
GO:0007143	female meiotic nuclear division	http://amigo.geneontology.org/amigo/term/GO:0007143	20	6	0.337111877772302	17.7982456140351	6.69405716413607e-07	4.35575374783613e-05	5347;7153;7272;9319;23397;26271	FBXO5;NCAPH;TTK;TOP2A;PLK1;TRIP13	geneontology_Biological_Process
GO:0061982	meiosis I cell cycle process	http://amigo.geneontology.org/amigo/term/GO:0061982	61	9	1.02819122720552	8.75323554788611	7.27247747800419e-07	4.67835170488429e-05	5347;7153;9134;9232;9319;9700;25788;26271;83990	FBXO5;BRIP1;CCNE2;ESPL1;RAD54B;TOP2A;PTTG1;PLK1;TRIP13	geneontology_Biological_Process
GO:0045143	homologous chromosome segregation	http://amigo.geneontology.org/amigo/term/GO:0045143	21	6	0.353967471660917	16.9507101086048	9.24134729518578e-07	5.87811989191536e-05	5347;9134;9232;9319;9700;83990	BRIP1;CCNE2;ESPL1;PTTG1;PLK1;TRIP13	geneontology_Biological_Process
GO:0032465	regulation of cytokinesis	http://amigo.geneontology.org/amigo/term/GO:0032465	63	9	1.06190241498275	8.47535505430242	9.64285047366786e-07	6.06535294793709e-05	990;5347;9055;9212;9493;9928;10112;29127;144455	E2F7;KIF14;RACGAP1;AURKB;KIF23;PRC1;PLK1;KIF20A;CDC6	geneontology_Biological_Process
GO:0061640	cytoskeleton-dependent cytokinesis	http://amigo.geneontology.org/amigo/term/GO:0061640	83	10	1.39901429275505	7.14788980483337	1.19783726304501e-06	7.45160081988769e-05	5347;9212;9493;9700;10112;24137;29127;51203;54443;55165	NUSAP1;RACGAP1;AURKB;KIF23;ESPL1;PLK1;KIF4A;KIF20A;ANLN;CEP55	geneontology_Biological_Process
GO:0006270	DNA replication initiation	http://amigo.geneontology.org/amigo/term/GO:0006270	22	6	0.370823065549532	16.1802232854864	1.25301765052654e-06	7.71014447785953e-05	990;4171;8317;8318;9134;55388	MCM2;CCNE2;CDC45;CDC7;MCM10;CDC6	geneontology_Biological_Process
GO:0006261	DNA-dependent DNA replication	http://amigo.geneontology.org/amigo/term/GO:0006261	105	11	1.76983735830458	6.21526037315511	1.4313605178895e-06	8.71282999115319e-05	990;2237;4171;5427;5984;8317;8318;9134;26271;55388;144455	FBXO5;MCM2;RFC4;FEN1;E2F7;CCNE2;CDC45;CDC7;MCM10;POLE2;CDC6	geneontology_Biological_Process
GO:0051656	establishment of organelle localization	http://amigo.geneontology.org/amigo/term/GO:0051656	412	22	6.94450468210941	3.16797252029751	1.52493075944449e-06	9.18365215873962e-05	891;1062;1063;2348;5080;5265;6857;8936;9493;9700;9787;9928;10403;10615;11004;51203;55143;55165;79083;81930;83540;113130	CENPF;CDCA8;KIF2C;KIF18A;NUSAP1;KIF14;CDCA5;NDC80;CCNB1;NUF2;SPAG5;KIF23;ESPL1;MLPH;DLGAP5;CENPE;PAX6;WASF1;SERPINA1;CEP55;FOLR1;SYT1	geneontology_Biological_Process
GO:0010639	negative regulation of organelle organization	http://amigo.geneontology.org/amigo/term/GO:0010639	291	18	4.90497782158699	3.66974136371857	1.88699346281851e-06	0.000112444947294901	701;891;991;1063;1111;4085;4171;4751;5347;7153;7272;9212;9232;9319;9700;10403;26271;29028	FBXO5;MCM2;CENPF;CHEK1;ATAD2;NEK2;MAD2L1;NDC80;CCNB1;BUB1B;AURKB;TTK;ESPL1;TOP2A;PTTG1;PLK1;CDC20;TRIP13	geneontology_Biological_Process
GO:0006281	DNA repair	http://amigo.geneontology.org/amigo/term/GO:0006281	389	21	6.55682602267127	3.20276913363099	2.26462161345697e-06	0.000132583208547158	983;1111;2139;2237;2305;5427;5984;8317;8318;8438;9156;9232;9319;10635;25788;29089;29128;51514;55215;83990;113130	EXO1;RFC4;FEN1;BRIP1;RAD54L;FANCI;CHEK1;DTL;RAD51AP1;CDCA5;CDC45;UBE2T;CDC7;CDK1;RAD54B;FOXM1;PTTG1;POLE2;UHRF1;TRIP13;EYA2	geneontology_Biological_Process
GO:0007076	mitotic chromosome condensation	http://amigo.geneontology.org/amigo/term/GO:0007076	14	5	0.235978314440611	21.1883876357561	2.27178435419084e-06	0.000132583208547158	10592;23397;51203;64151;113130	SMC2;NUSAP1;CDCA5;NCAPH;NCAPG	geneontology_Biological_Process
GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	http://amigo.geneontology.org/amigo/term/GO:0000083	26	6	0.438245441103992	13.6909581646424	3.65590672779526e-06	0.000211184571286214	990;6241;7298;8318;26271;144455	FBXO5;E2F7;TYMS;CDC45;CDC6;RRM2	geneontology_Biological_Process
GO:0000281	mitotic cytokinesis	http://amigo.geneontology.org/amigo/term/GO:0000281	76	9	1.28102513553475	7.02562326869806	4.81177992650572e-06	0.000273013265303246	5347;9493;9700;10112;24137;29127;51203;54443;55165	NUSAP1;RACGAP1;KIF23;ESPL1;PLK1;KIF4A;KIF20A;ANLN;CEP55	geneontology_Biological_Process
GO:0071459	protein localization to chromosome, centromeric region	http://amigo.geneontology.org/amigo/term/GO:0071459	16	5	0.269689502217841	18.5398391812865	4.82270385626649e-06	0.000273013265303246	701;983;7272;9212;10403	NDC80;CDK1;BUB1B;AURKB;TTK	geneontology_Biological_Process
GO:0034502	protein localization to chromosome	http://amigo.geneontology.org/amigo/term/GO:0034502	60	8	1.01133563331691	7.91033138401559	6.70983816231097e-06	0.000376083107295469	701;983;2146;5347;7272;9212;10403;113130	CDCA5;NDC80;CDK1;BUB1B;AURKB;TTK;PLK1;EZH2	geneontology_Biological_Process
GO:0006302	double-strand break repair	http://amigo.geneontology.org/amigo/term/GO:0006302	148	12	2.49462789551503	4.81033665244192	7.15641614745799e-06	0.000397181096183918	1111;2237;2305;8317;8318;8438;9156;9319;10635;25788;83990;113130	EXO1;FEN1;BRIP1;RAD54L;CHEK1;RAD51AP1;CDCA5;CDC45;CDC7;RAD54B;FOXM1;TRIP13	geneontology_Biological_Process
GO:0051302	regulation of cell division	http://amigo.geneontology.org/amigo/term/GO:0051302	124	11	2.09009364218827	5.26292209017167	7.37025207153685e-06	0.000405077640553108	990;5080;5347;9055;9212;9493;9928;10112;29127;144455;259266	E2F7;ASPM;KIF14;RACGAP1;AURKB;KIF23;PRC1;PLK1;KIF20A;CDC6;PAX6	geneontology_Biological_Process
GO:0070192	chromosome organization involved in meiotic cell cycle	http://amigo.geneontology.org/amigo/term/GO:0070192	31	6	0.522523410547068	11.4827391058291	1.09023772070227e-05	0.000593445743932264	701;9134;9319;10592;23397;83990	BRIP1;CCNE2;SMC2;NCAPH;BUB1B;TRIP13	geneontology_Biological_Process
GO:0031570	DNA integrity checkpoint	http://amigo.geneontology.org/amigo/term/GO:0031570	130	11	2.19122720551996	5.0200179937022	1.16081583325656e-05	0.000625845564958606	891;983;990;1111;5347;7153;8318;51514;79968;83990;144455	E2F7;BRIP1;WDR76;CHEK1;DTL;CDC45;CDK1;CCNB1;TOP2A;PLK1;CDC6	geneontology_Biological_Process
GO:1904668	positive regulation of ubiquitin protein ligase activity	http://amigo.geneontology.org/amigo/term/GO:1904668	10	4	0.168555938886151	23.7309941520468	1.51214455408333e-05	0.00080002339445474	991;5347;11065;27338	UBE2S;PLK1;CDC20;UBE2C	geneontology_Biological_Process
GO:0051315	attachment of mitotic spindle microtubules to kinetochore	http://amigo.geneontology.org/amigo/term/GO:0051315	10	4	0.168555938886151	23.7309941520468	1.51214455408333e-05	0.00080002339445474	1062;10403;11004;83540	KIF2C;NDC80;NUF2;CENPE	geneontology_Biological_Process
GO:0006890	retrograde vesicle-mediated transport, Golgi to ER	http://amigo.geneontology.org/amigo/term/GO:0006890	69	8	1.16303597831444	6.87854902957878	1.92777975269731e-05	0.00101047788703884	1062;3832;9493;11004;24137;29127;56992;81930	KIF2C;KIF18A;RACGAP1;KIF23;KIF11;KIF15;KIF4A;CENPE	geneontology_Biological_Process
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	http://amigo.geneontology.org/amigo/term/GO:0019886	90	9	1.51700344997536	5.93274853801169	1.9495379781409e-05	0.00101250775176657	1062;3832;6456;9493;11004;24137;29127;56992;81930	KIF2C;KIF18A;RACGAP1;KIF23;KIF11;KIF15;KIF4A;CENPE;SH3GL2	geneontology_Biological_Process
GO:0032506	cytokinetic process	http://amigo.geneontology.org/amigo/term/GO:0032506	35	6	0.589945786101528	10.1704260651629	2.27289804760611e-05	0.0011697159861362	9212;9493;10112;29127;54443;55165	RACGAP1;AURKB;KIF23;KIF20A;ANLN;CEP55	geneontology_Biological_Process
