geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId	DB
GO:0045132	meiotic chromosome segregation	http://amigo.geneontology.org/amigo/term/GO:0045132	43	18	2.33119763430261	7.72135306553911	2.1316282072803e-12	2.01119121356896e-10	641;699;701;898;2177;5347;7153;7272;9134;9232;9319;9700;10051;10592;23397;83540;83990;146956	TTK;NCAPH;BUB1;EME1;BUB1B;TOP2A;ESPL1;PLK1;NUF2;BRIP1;BLM;FANCD2;TRIP13;CCNE1;SMC2;CCNE2;PTTG1;SMC4	geneontology_Biological_Process
GO:0006310	DNA recombination	http://amigo.geneontology.org/amigo/term/GO:0006310	187	37	10.1379990142928	3.64963539134662	3.96593868856598e-12	3.68052113376591e-10	86;641;672;675;1111;2187;2237;2956;3014;3148;3329;3838;3978;4436;5591;5888;5965;7037;7153;7374;7516;8317;8318;8438;9156;9319;9401;10635;10721;29893;51659;55159;79915;83990;84296;84515;146956	RAD54L;EXO1;CHEK1;EME1;TOP2A;BRCA1;RAD51AP1;CDC45;POLQ;XRCC2;BRIP1;RAD51;KPNA2;BLM;FEN1;TRIP13;CDC7;GINS4;PSMC3IP;FANCB;ATAD5;GINS2;MCM8;RECQL4;BRCA2;UNG;MSH6;MSH2;RFWD3;HMGB2;LIG1;H2AFX;PRKDC;ACTL6A;HSPD1;RECQL;TFRC	geneontology_Biological_Process
GO:0044784	metaphase/anaphase transition of cell cycle	http://amigo.geneontology.org/amigo/term/GO:0044784	50	19	2.71069492360769	7.00927272727273	4.11448652926083e-12	3.75679165195896e-10	699;701;891;990;991;1062;1063;1843;4085;5347;7272;9212;9319;9700;9787;10403;10460;26271;81620	CDC6;TTK;BUB1;BUB1B;ESPL1;DLGAP5;NDC80;CENPE;PLK1;CDC20;CCNB1;CENPF;AURKB;MAD2L1;TRIP13;CDT1;TACC3;FBXO5;DUSP1	geneontology_Biological_Process
GO:0030071	regulation of mitotic metaphase/anaphase transition	http://amigo.geneontology.org/amigo/term/GO:0030071	45	18	2.43962543124692	7.37818181818182	5.42987876883672e-12	4.87913392228328e-10	699;701;891;990;991;1062;1063;1843;4085;5347;7272;9212;9319;9700;9787;10403;26271;81620	CDC6;TTK;BUB1;BUB1B;ESPL1;DLGAP5;NDC80;CENPE;PLK1;CDC20;CCNB1;CENPF;AURKB;MAD2L1;TRIP13;CDT1;FBXO5;DUSP1	geneontology_Biological_Process
GO:0033047	regulation of mitotic sister chromatid segregation	http://amigo.geneontology.org/amigo/term/GO:0033047	57	20	3.09019221291276	6.47208931419458	6.31172891729648e-12	5.5829214688774e-10	699;701;891;990;991;1062;1063;1843;4085;5347;7272;9212;9232;9319;9700;9787;10403;10460;26271;81620	CDC6;TTK;BUB1;BUB1B;ESPL1;DLGAP5;NDC80;CENPE;PLK1;CDC20;CCNB1;CENPF;AURKB;MAD2L1;TRIP13;CDT1;TACC3;FBXO5;PTTG1;DUSP1	geneontology_Biological_Process
GO:1902099	regulation of metaphase/anaphase transition of cell cycle	http://amigo.geneontology.org/amigo/term/GO:1902099	47	18	2.54805322819123	7.0642166344294	1.30564448141968e-11	1.13711590912566e-09	699;701;891;990;991;1062;1063;1843;4085;5347;7272;9212;9319;9700;9787;10403;26271;81620	CDC6;TTK;BUB1;BUB1B;ESPL1;DLGAP5;NDC80;CENPE;PLK1;CDC20;CCNB1;CENPF;AURKB;MAD2L1;TRIP13;CDT1;FBXO5;DUSP1	geneontology_Biological_Process
GO:0033046	negative regulation of sister chromatid segregation	http://amigo.geneontology.org/amigo/term/GO:0033046	37	16	2.00591424346969	7.97641277641278	2.00139904649177e-11	1.71665454578635e-09	699;701;891;991;1063;1843;4085;5347;7272;9212;9232;9319;9700;10403;26271;81620	TTK;BUB1;BUB1B;ESPL1;NDC80;PLK1;CDC20;CCNB1;CENPF;AURKB;MAD2L1;TRIP13;CDT1;FBXO5;PTTG1;DUSP1	geneontology_Biological_Process
GO:0061982	meiosis I cell cycle process	http://amigo.geneontology.org/amigo/term/GO:0061982	61	20	3.30704780680138	6.04769001490313	2.65160116086349e-11	2.2231981255949e-09	641;675;898;993;995;1164;2177;2956;4603;5347;5888;6790;7153;9134;9232;9319;9700;26271;83990;146956	EME1;TOP2A;ESPL1;PLK1;BRIP1;CDC25A;RAD51;BLM;CDC25C;FANCD2;TRIP13;AURKA;FBXO5;CCNE1;BRCA2;MSH6;CCNE2;PTTG1;CKS2;MYBL1	geneontology_Biological_Process
GO:0045839	negative regulation of mitotic nuclear division	http://amigo.geneontology.org/amigo/term/GO:0045839	43	17	2.33119763430261	7.29238900634249	2.67050825897286e-11	2.2231981255949e-09	699;701;891;991;1063;1111;1843;4085;5347;7272;9212;9232;9319;10403;26271;27085;81620	TTK;BUB1;CHEK1;BUB1B;NDC80;PLK1;CDC20;CCNB1;CENPF;AURKB;MAD2L1;TRIP13;CDT1;FBXO5;MTBP;PTTG1;DUSP1	geneontology_Biological_Process
GO:0051985	negative regulation of chromosome segregation	http://amigo.geneontology.org/amigo/term/GO:0051985	38	16	2.06012814194184	7.76650717703349	3.28577165475963e-11	2.69576135327453e-09	699;701;891;991;1063;1843;4085;5347;7272;9212;9232;9319;9700;10403;26271;81620	TTK;BUB1;BUB1B;ESPL1;NDC80;PLK1;CDC20;CCNB1;CENPF;AURKB;MAD2L1;TRIP13;CDT1;FBXO5;PTTG1;DUSP1	geneontology_Biological_Process
GO:2000816	negative regulation of mitotic sister chromatid separation	http://amigo.geneontology.org/amigo/term/GO:2000816	33	15	1.78905864958107	8.38429752066116	3.56283891278508e-11	2.88131872646805e-09	699;701;891;991;1063;1843;4085;5347;7272;9212;9232;9319;10403;26271;81620	TTK;BUB1;BUB1B;NDC80;PLK1;CDC20;CCNB1;CENPF;AURKB;MAD2L1;TRIP13;CDT1;FBXO5;PTTG1;DUSP1	geneontology_Biological_Process
GO:0051383	kinetochore organization	http://amigo.geneontology.org/amigo/term/GO:0051383	16	11	0.86742237555446	12.68125	3.67847974303004e-11	2.93293997539339e-09	1058;1062;1063;10051;10403;10592;55839;64105;64946;81620;83540	CENPA;NDC80;CENPE;NUF2;CENPF;CDT1;CENPN;CENPK;CENPH;SMC2;SMC4	geneontology_Biological_Process
GO:1905819	negative regulation of chromosome separation	http://amigo.geneontology.org/amigo/term/GO:1905819	34	15	1.84327254805323	8.13770053475936	6.06062977581701e-11	4.76517016123612e-09	699;701;891;991;1063;1843;4085;5347;7272;9212;9232;9319;10403;26271;81620	TTK;BUB1;BUB1B;NDC80;PLK1;CDC20;CCNB1;CENPF;AURKB;MAD2L1;TRIP13;CDT1;FBXO5;PTTG1;DUSP1	geneontology_Biological_Process
GO:0051784	negative regulation of nuclear division	http://amigo.geneontology.org/amigo/term/GO:0051784	47	17	2.54805322819123	6.67176015473888	1.4181189555984e-10	1.09972211063597e-08	699;701;891;991;1063;1111;1843;4085;5347;7272;9212;9232;9319;10403;26271;27085;81620	TTK;BUB1;CHEK1;BUB1B;NDC80;PLK1;CDC20;CCNB1;CENPF;AURKB;MAD2L1;TRIP13;CDT1;FBXO5;MTBP;PTTG1;DUSP1	geneontology_Biological_Process
GO:0044774	mitotic DNA integrity checkpoint	http://amigo.geneontology.org/amigo/term/GO:0044774	88	23	4.77082306554953	4.82097107438017	1.54067869573282e-10	1.17861920223561e-08	641;891;983;990;995;1017;1869;2956;4436;4582;5111;5591;6790;7153;7832;8091;11073;11200;51512;55159;63967;144455;146956	CDC6;GTSE1;EME1;TOP2A;CLSPN;CDK1;CCNB1;BLM;CDC25C;AURKA;CDK2;E2F1;TOPBP1;E2F7;MSH6;MSH2;RFWD3;PCNA;CHEK2;PRKDC;BTG2;MUC1;HMGA2	geneontology_Biological_Process
GO:0033048	negative regulation of mitotic sister chromatid segregation	http://amigo.geneontology.org/amigo/term/GO:0033048	36	15	1.95170034499754	7.68560606060606	1.64301239280462e-10	1.24014575408893e-08	699;701;891;991;1063;1843;4085;5347;7272;9212;9232;9319;10403;26271;81620	TTK;BUB1;BUB1B;NDC80;PLK1;CDC20;CCNB1;CENPF;AURKB;MAD2L1;TRIP13;CDT1;FBXO5;PTTG1;DUSP1	geneontology_Biological_Process
GO:0000077	DNA damage checkpoint	http://amigo.geneontology.org/amigo/term/GO:0000077	121	27	6.55988171513061	4.11592787377911	1.99474659012822e-10	1.48582374298893e-08	641;672;891;983;995;1017;1111;1869;2956;3014;4436;4582;5111;5347;5591;6790;7832;8091;11200;51512;51514;55159;63967;79968;83990;144455;146956	GTSE1;CHEK1;EME1;BRCA1;DTL;CLSPN;PLK1;BRIP1;CDK1;CCNB1;BLM;CDC25C;WDR76;AURKA;CDK2;E2F1;E2F7;MSH6;MSH2;RFWD3;PCNA;CHEK2;H2AFX;PRKDC;BTG2;MUC1;HMGA2	geneontology_Biological_Process
GO:0045931	positive regulation of mitotic cell cycle	http://amigo.geneontology.org/amigo/term/GO:0045931	131	28	7.10202069985214	3.94253990284525	2.67296629274938e-10	1.96515093289016e-08	440;675;891;898;983;990;993;995;1978;2069;4085;6790;8317;8318;8877;9401;9585;9700;9787;10403;11065;26271;27085;51203;51514;80174;81620;113130	CDC6;CDCA5;ESPL1;DTL;DLGAP5;NDC80;NUSAP1;CDC45;CDC25A;CDK1;CCNB1;MAD2L1;CDC25C;CDT1;AURKA;KIF20B;UBE2C;CDC7;FBXO5;MTBP;CCNE1;DBF4B;RECQL4;BRCA2;EIF4EBP1;ASNS;SPHK1;EREG	geneontology_Biological_Process
GO:0045841	negative regulation of mitotic metaphase/anaphase transition	http://amigo.geneontology.org/amigo/term/GO:0045841	32	14	1.73484475110892	8.06988636363636	3.06939806904438e-10	2.2276746754949e-08	699;701;891;991;1063;1843;4085;5347;7272;9212;9319;10403;26271;81620	TTK;BUB1;BUB1B;NDC80;PLK1;CDC20;CCNB1;CENPF;AURKB;MAD2L1;TRIP13;CDT1;FBXO5;DUSP1	geneontology_Biological_Process
GO:1902100	negative regulation of metaphase/anaphase transition of cell cycle	http://amigo.geneontology.org/amigo/term/GO:1902100	33	14	1.78905864958107	7.82534435261708	5.06853448101197e-10	3.63202198696313e-08	699;701;891;991;1063;1843;4085;5347;7272;9212;9319;10403;26271;81620	TTK;BUB1;BUB1B;NDC80;PLK1;CDC20;CCNB1;CENPF;AURKB;MAD2L1;TRIP13;CDT1;FBXO5;DUSP1	geneontology_Biological_Process
GO:0000724	double-strand break repair via homologous recombination	http://amigo.geneontology.org/amigo/term/GO:0000724	73	20	3.95761458846723	5.05354919053549	9.90416193502597e-10	6.92190873014593e-08	641;672;675;1111;2187;2237;3014;5888;5965;7516;8317;8318;8438;9401;10635;10721;51659;55159;84296;84515	RAD54L;CHEK1;BRCA1;RAD51AP1;CDC45;POLQ;XRCC2;RAD51;BLM;FEN1;CDC7;GINS4;FANCB;GINS2;MCM8;RECQL4;BRCA2;RFWD3;H2AFX;RECQL	geneontology_Biological_Process
GO:0000725	recombinational repair	http://amigo.geneontology.org/amigo/term/GO:0000725	73	20	3.95761458846723	5.05354919053549	9.90416193502597e-10	6.92190873014593e-08	641;672;675;1111;2187;2237;3014;5888;5965;7516;8317;8318;8438;9401;10635;10721;51659;55159;84296;84515	RAD54L;CHEK1;BRCA1;RAD51AP1;CDC45;POLQ;XRCC2;RAD51;BLM;FEN1;CDC7;GINS4;FANCB;GINS2;MCM8;RECQL4;BRCA2;RFWD3;H2AFX;RECQL	geneontology_Biological_Process
GO:0034502	protein localization to chromosome	http://amigo.geneontology.org/amigo/term/GO:0034502	60	18	3.25283390832923	5.53363636363636	1.36350797319551e-09	9.41319345885339e-08	675;701;908;983;1058;1736;2146;4436;5347;7272;9212;10403;22948;27085;55166;81620;84515;113130	TTK;CDCA5;BUB1B;CENPA;NDC80;PLK1;CDK1;AURKB;CDT1;EZH2;MTBP;MCM8;BRCA2;MSH2;DKC1;CCT5;CENPQ;CCT6A	geneontology_Biological_Process
GO:0051310	metaphase plate congression	http://amigo.geneontology.org/amigo/term/GO:0051310	47	16	2.54805322819123	6.27930367504836	1.40653888536235e-09	9.59327304823647e-08	891;1062;1063;3833;3837;9928;10403;10615;11004;55143;55165;55166;81620;81930;83540;113130	KIF2C;SPAG5;CDCA5;KIF14;CDCA8;NDC80;KIFC1;CENPE;NUF2;CEP55;CCNB1;CENPF;CDT1;KIF18A;KPNB1;CENPQ	geneontology_Biological_Process
GO:0007094	mitotic spindle assembly checkpoint	http://amigo.geneontology.org/amigo/term/GO:0007094	30	13	1.62641695416461	7.9930303030303	1.55234092247269e-09	1.00008761397263e-07	699;701;891;991;1063;1843;4085;5347;7272;9212;9319;10403;81620	TTK;BUB1;BUB1B;NDC80;PLK1;CDC20;CCNB1;CENPF;AURKB;MAD2L1;TRIP13;CDT1;DUSP1	geneontology_Biological_Process
GO:0031577	spindle checkpoint	http://amigo.geneontology.org/amigo/term/GO:0031577	30	13	1.62641695416461	7.9930303030303	1.55234092247269e-09	1.00008761397263e-07	699;701;891;991;1063;1843;4085;5347;7272;9212;9319;10403;81620	TTK;BUB1;BUB1B;NDC80;PLK1;CDC20;CCNB1;CENPF;AURKB;MAD2L1;TRIP13;CDT1;DUSP1	geneontology_Biological_Process
GO:0071173	spindle assembly checkpoint	http://amigo.geneontology.org/amigo/term/GO:0071173	30	13	1.62641695416461	7.9930303030303	1.55234092247269e-09	1.00008761397263e-07	699;701;891;991;1063;1843;4085;5347;7272;9212;9319;10403;81620	TTK;BUB1;BUB1B;NDC80;PLK1;CDC20;CCNB1;CENPF;AURKB;MAD2L1;TRIP13;CDT1;DUSP1	geneontology_Biological_Process
GO:0071174	mitotic spindle checkpoint	http://amigo.geneontology.org/amigo/term/GO:0071174	30	13	1.62641695416461	7.9930303030303	1.55234092247269e-09	1.00008761397263e-07	699;701;891;991;1063;1843;4085;5347;7272;9212;9319;10403;81620	TTK;BUB1;BUB1B;NDC80;PLK1;CDC20;CCNB1;CENPF;AURKB;MAD2L1;TRIP13;CDT1;DUSP1	geneontology_Biological_Process
GO:0031497	chromatin assembly	http://amigo.geneontology.org/amigo/term/GO:0031497	90	22	4.87925086249384	4.50888888888889	1.55463186768401e-09	1.00008761397263e-07	1029;1058;3014;3070;3148;3159;4171;4678;8091;8208;8345;8348;8970;10036;11339;55166;55355;55723;55839;64105;64946;79172	HJURP;CENPA;MCM2;ASF1B;OIP5;CHAF1A;CENPN;HELLS;CENPO;CHAF1B;CENPK;CENPH;HMGB2;HMGA1;H2AFX;CENPQ;NASP;HIST1H2BO;HIST1H2BJ;HMGA2;HIST1H2BH;CDKN2A	geneontology_Biological_Process
GO:1901989	positive regulation of cell cycle phase transition	http://amigo.geneontology.org/amigo/term/GO:1901989	76	20	4.12025628388369	4.85406698564593	2.15529727398689e-09	1.37091436719548e-07	891;898;983;990;993;995;2146;8317;8318;9401;9700;9787;11065;26271;27085;51514;79915;80174;81620;113130	CDC6;CDCA5;ESPL1;DTL;DLGAP5;CDC45;CDC25A;CDK1;CCNB1;CDC25C;CDT1;UBE2C;CDC7;FBXO5;EZH2;MTBP;ATAD5;CCNE1;DBF4B;RECQL4	geneontology_Biological_Process
GO:0070192	chromosome organization involved in meiotic cell cycle	http://amigo.geneontology.org/amigo/term/GO:0070192	31	13	1.68063085263677	7.73519061583578	2.54232201957194e-09	1.59912055031075e-07	699;701;898;2177;5888;9134;9319;9918;10051;10592;23310;23397;83990	NCAPH;BUB1;BUB1B;BRIP1;RAD51;FANCD2;TRIP13;NCAPD2;CCNE1;NCAPD3;SMC2;CCNE2;SMC4	geneontology_Biological_Process
GO:0007127	meiosis I	http://amigo.geneontology.org/amigo/term/GO:0007127	56	17	3.03597831444061	5.59951298701299	3.20855497726313e-09	1.9960032666249e-07	641;675;898;1164;2177;4603;5347;5888;6790;7153;9134;9232;9319;9700;26271;83990;146956	EME1;TOP2A;ESPL1;PLK1;BRIP1;RAD51;BLM;FANCD2;TRIP13;AURKA;FBXO5;CCNE1;BRCA2;CCNE2;PTTG1;CKS2;MYBL1	geneontology_Biological_Process
GO:0032392	DNA geometric change	http://amigo.geneontology.org/amigo/term/GO:0032392	64	18	3.46968950221784	5.18778409090909	4.33113434006316e-09	2.64527492985491e-07	641;1663;1763;3148;3159;4171;4173;4175;4176;5888;5965;7153;8318;8438;9401;51659;83990;84296	RAD54L;TOP2A;CDC45;BRIP1;MCM4;RAD51;BLM;MCM6;MCM2;GINS4;MCM7;GINS2;DNA2;RECQL4;HMGB2;HMGA1;DDX11;RECQL	geneontology_Biological_Process
GO:0051303	establishment of chromosome localization	http://amigo.geneontology.org/amigo/term/GO:0051303	57	17	3.09019221291276	5.50127591706539	4.34570868179662e-09	2.64527492985491e-07	891;1062;1063;3833;3837;9787;9928;10403;10615;11004;55143;55165;55166;81620;81930;83540;113130	KIF2C;SPAG5;CDCA5;KIF14;CDCA8;DLGAP5;NDC80;KIFC1;CENPE;NUF2;CEP55;CCNB1;CENPF;CDT1;KIF18A;KPNB1;CENPQ	geneontology_Biological_Process
GO:0050000	chromosome localization	http://amigo.geneontology.org/amigo/term/GO:0050000	58	17	3.14440611138492	5.4064263322884	5.84310133611154e-09	3.51891453869441e-07	891;1062;1063;3833;3837;9787;9928;10403;10615;11004;55143;55165;55166;81620;81930;83540;113130	KIF2C;SPAG5;CDCA5;KIF14;CDCA8;DLGAP5;NDC80;KIFC1;CENPE;NUF2;CEP55;CCNB1;CENPF;CDT1;KIF18A;KPNB1;CENPQ	geneontology_Biological_Process
GO:0006271	DNA strand elongation involved in DNA replication	http://amigo.geneontology.org/amigo/term/GO:0006271	14	9	0.758994578610153	11.8577922077922	5.9514295713825e-09	3.5464255582733e-07	1763;2237;3978;5111;5426;5983;5984;51659;84296	FEN1;RFC4;GINS4;RFC3;GINS2;DNA2;POLE;PCNA;LIG1	geneontology_Biological_Process
GO:0031145	anaphase-promoting complex-dependent catabolic process	http://amigo.geneontology.org/amigo/term/GO:0031145	33	13	1.78905864958107	7.266391184573	6.389005435814e-09	3.76751664293157e-07	701;891;983;991;1017;4085;5347;6790;9212;9232;11065;26271;27338	BUB1B;PLK1;CDC20;CDK1;CCNB1;AURKB;MAD2L1;AURKA;CDK2;UBE2C;FBXO5;UBE2S;PTTG1	geneontology_Biological_Process
GO:0045005	DNA-dependent DNA replication maintenance of fidelity	http://amigo.geneontology.org/amigo/term/GO:0045005	23	11	1.24691966485954	8.82173913043478	8.03119482029047e-09	4.68707153377983e-07	641;675;1663;1763;2956;5111;5426;5888;8914;55159;146956	EME1;RAD51;BLM;TIMELESS;DNA2;BRCA2;POLE;MSH6;RFWD3;PCNA;DDX11	geneontology_Biological_Process
GO:0044773	mitotic DNA damage checkpoint	http://amigo.geneontology.org/amigo/term/GO:0044773	82	20	4.44553967471661	4.49889135254989	9.04012376068408e-09	5.22205516420741e-07	641;891;983;995;1017;1869;2956;4436;4582;5111;5591;6790;7832;8091;11200;51512;55159;63967;144455;146956	GTSE1;EME1;CLSPN;CDK1;CCNB1;BLM;CDC25C;AURKA;CDK2;E2F1;E2F7;MSH6;MSH2;RFWD3;PCNA;CHEK2;PRKDC;BTG2;MUC1;HMGA2	geneontology_Biological_Process
GO:1901992	positive regulation of mitotic cell cycle phase transition	http://amigo.geneontology.org/amigo/term/GO:1901992	67	18	3.6323311976343	4.95549525101764	9.66752522479908e-09	5.52806669672602e-07	891;898;983;990;993;995;8317;8318;9401;9700;9787;11065;26271;27085;51514;80174;81620;113130	CDC6;CDCA5;ESPL1;DTL;DLGAP5;CDC45;CDC25A;CDK1;CCNB1;CDC25C;CDT1;UBE2C;CDC7;FBXO5;MTBP;CCNE1;DBF4B;RECQL4	geneontology_Biological_Process
GO:0030261	chromosome condensation	http://amigo.geneontology.org/amigo/term/GO:0030261	34	13	1.84327254805323	7.05267379679144	9.83696391010369e-09	5.5687052695097e-07	891;983;7153;8091;9918;10051;10592;23310;23397;51203;54892;64151;113130	NCAPH;CDCA5;NCAPG;TOP2A;NUSAP1;NCAPG2;CDK1;CCNB1;NCAPD2;NCAPD3;SMC2;SMC4;HMGA2	geneontology_Biological_Process
GO:0034508	centromere complex assembly	http://amigo.geneontology.org/amigo/term/GO:0034508	29	12	1.57220305569246	7.63260188087774	1.27199903943165e-08	7.12949164576491e-07	1058;1062;1063;3070;4678;11339;55166;55355;55839;64105;64946;79172	HJURP;CENPA;CENPE;CENPF;OIP5;CENPN;HELLS;CENPO;CENPK;CENPH;CENPQ;NASP	geneontology_Biological_Process
GO:0008608	attachment of spindle microtubules to kinetochore	http://amigo.geneontology.org/amigo/term/GO:0008608	24	11	1.30113356333169	8.45416666666667	1.41063867253877e-08	7.82904463259015e-07	891;1062;1894;4751;9212;10403;10615;11004;29127;81620;83540	KIF2C;SPAG5;NEK2;NDC80;RACGAP1;CENPE;NUF2;CCNB1;AURKB;CDT1;ECT2	geneontology_Biological_Process
GO:0072401	signal transduction involved in DNA integrity checkpoint	http://amigo.geneontology.org/amigo/term/GO:0072401	63	17	3.41547560374569	4.97734487734488	2.32433594593573e-08	1.26519863364828e-06	672;891;983;995;1017;1111;1869;4582;5111;5347;5591;6790;7832;11200;51512;51514;144455	GTSE1;CHEK1;BRCA1;DTL;PLK1;CDK1;CCNB1;CDC25C;AURKA;CDK2;E2F1;E2F7;PCNA;CHEK2;PRKDC;BTG2;MUC1	geneontology_Biological_Process
GO:0072422	signal transduction involved in DNA damage checkpoint	http://amigo.geneontology.org/amigo/term/GO:0072422	63	17	3.41547560374569	4.97734487734488	2.32433594593573e-08	1.26519863364828e-06	672;891;983;995;1017;1111;1869;4582;5111;5347;5591;6790;7832;11200;51512;51514;144455	GTSE1;CHEK1;BRCA1;DTL;PLK1;CDK1;CCNB1;CDC25C;AURKA;CDK2;E2F1;E2F7;PCNA;CHEK2;PRKDC;BTG2;MUC1	geneontology_Biological_Process
GO:1902750	negative regulation of cell cycle G2/M phase transition	http://amigo.geneontology.org/amigo/term/GO:1902750	43	14	2.33119763430261	6.00549682875264	2.92955151248719e-08	1.57944677258952e-06	641;672;983;990;1111;2273;2956;5347;6790;8091;9212;11073;51514;63967	CDC6;CHEK1;BRCA1;DTL;CLSPN;PLK1;CDK1;BLM;AURKB;AURKA;TOPBP1;MSH6;FHL1;HMGA2	geneontology_Biological_Process
GO:0072395	signal transduction involved in cell cycle checkpoint	http://amigo.geneontology.org/amigo/term/GO:0072395	64	17	3.46968950221784	4.89957386363636	3.0083951552129e-08	1.60665329940191e-06	672;891;983;995;1017;1111;1869;4582;5111;5347;5591;6790;7832;11200;51512;51514;144455	GTSE1;CHEK1;BRCA1;DTL;PLK1;CDK1;CCNB1;CDC25C;AURKA;CDK2;E2F1;E2F7;PCNA;CHEK2;PRKDC;BTG2;MUC1	geneontology_Biological_Process
GO:0071459	protein localization to chromosome, centromeric region	http://amigo.geneontology.org/amigo/term/GO:0071459	16	9	0.86742237555446	10.3755681818182	3.08267155135766e-08	1.63093492076969e-06	701;983;1058;7272;9212;10403;27085;55166;81620	TTK;BUB1B;CENPA;NDC80;CDK1;AURKB;CDT1;MTBP;CENPQ	geneontology_Biological_Process
GO:0032508	DNA duplex unwinding	http://amigo.geneontology.org/amigo/term/GO:0032508	57	16	3.09019221291276	5.17767145135566	3.26335333200589e-08	1.71054103819309e-06	641;1663;1763;3159;4171;4173;4175;4176;5888;5965;7153;8318;9401;51659;83990;84296	TOP2A;CDC45;BRIP1;MCM4;RAD51;BLM;MCM6;MCM2;GINS4;MCM7;GINS2;DNA2;RECQL4;HMGA1;DDX11;RECQL	geneontology_Biological_Process
GO:0006333	chromatin assembly or disassembly	http://amigo.geneontology.org/amigo/term/GO:0006333	114	23	6.18038442582553	3.72145135566188	3.4112307201184e-08	1.77164927583397e-06	1029;1058;3014;3070;3148;3159;4171;4678;8091;8208;8345;8348;8970;10036;11339;55166;55355;55723;55839;64105;64946;79172;79723	HJURP;CENPA;MCM2;ASF1B;OIP5;CHAF1A;CENPN;HELLS;CENPO;CHAF1B;CENPK;CENPH;SUV39H2;HMGB2;HMGA1;H2AFX;CENPQ;NASP;HIST1H2BO;HIST1H2BJ;HMGA2;HIST1H2BH;CDKN2A	geneontology_Biological_Process
GO:2001251	negative regulation of chromosome organization	http://amigo.geneontology.org/amigo/term/GO:2001251	117	23	6.34302612124199	3.62602952602953	5.67911824234102e-08	2.92268076089932e-06	672;699;701;891;991;1063;1786;1789;1843;3159;4085;4171;5347;7153;7272;9212;9232;9319;9700;10403;26271;29028;81620	TTK;BUB1;BUB1B;TOP2A;ESPL1;BRCA1;NDC80;PLK1;CDC20;CCNB1;CENPF;AURKB;MAD2L1;TRIP13;MCM2;ATAD2;CDT1;FBXO5;HMGA1;PTTG1;DNMT3B;DNMT1;DUSP1	geneontology_Biological_Process
GO:0051225	spindle assembly	http://amigo.geneontology.org/amigo/term/GO:0051225	83	19	4.49975357318876	4.22245345016429	6.43452553461543e-08	3.28160802265387e-06	991;3832;3833;3837;4605;4751;5347;6790;9212;9493;10615;11200;22974;24137;26271;29127;29899;203068;259266	KIF23;KIF4A;SPAG5;TPX2;KIF11;NEK2;KIFC1;RACGAP1;ASPM;PLK1;MYBL2;CDC20;AURKB;AURKA;FBXO5;KPNB1;TUBB;CHEK2;GPSM2	geneontology_Biological_Process
GO:0006334	nucleosome assembly	http://amigo.geneontology.org/amigo/term/GO:0006334	75	18	4.06604238541153	4.42690909090909	6.57173340190553e-08	3.32165917751672e-06	1058;3014;3148;4171;4678;8208;8345;8348;8970;10036;11339;55166;55355;55723;55839;64105;64946;79172	HJURP;CENPA;MCM2;ASF1B;OIP5;CHAF1A;CENPN;CENPO;CHAF1B;CENPK;CENPH;HMGB2;H2AFX;CENPQ;NASP;HIST1H2BO;HIST1H2BJ;HIST1H2BH	geneontology_Biological_Process
GO:0007080	mitotic metaphase plate congression	http://amigo.geneontology.org/amigo/term/GO:0007080	39	13	2.114342040414	6.14848484848485	6.69760099603067e-08	3.35532028659554e-06	891;1062;3833;3837;9928;10403;11004;55143;55165;81620;81930;83540;113130	KIF2C;CDCA5;KIF14;CDCA8;NDC80;KIFC1;CENPE;NUF2;CEP55;CCNB1;CDT1;KIF18A;KPNB1	geneontology_Biological_Process
GO:0045740	positive regulation of DNA replication	http://amigo.geneontology.org/amigo/term/GO:0045740	33	12	1.78905864958107	6.70743801652893	7.11952428122942e-08	3.53540587333682e-06	983;1017;1763;2069;5111;8317;9401;10926;79915;80174;81620;144455	CDK1;DBF4;CDT1;CDK2;CDC7;ATAD5;DBF4B;DNA2;RECQL4;E2F7;PCNA;EREG	geneontology_Biological_Process
GO:0031055	chromatin remodeling at centromere	http://amigo.geneontology.org/amigo/term/GO:0031055	22	10	1.19270576638738	8.38429752066116	7.23959457937795e-08	3.56376912294422e-06	1058;3070;4678;11339;55166;55355;55839;64105;64946;79172	HJURP;CENPA;OIP5;CENPN;HELLS;CENPO;CENPK;CENPH;CENPQ;NASP	geneontology_Biological_Process
GO:1902807	negative regulation of cell cycle G1/S phase transition	http://amigo.geneontology.org/amigo/term/GO:1902807	85	19	4.60818137013307	4.12310160427807	9.67278952490602e-08	4.72048806038733e-06	891;983;995;1017;1869;2146;2273;4582;5111;5591;5933;6790;7832;11170;11200;51512;55159;56241;144455	GTSE1;CDK1;CCNB1;CDC25C;AURKA;CDK2;EZH2;E2F1;RBL1;E2F7;RFWD3;PCNA;CHEK2;PRKDC;SUSD2;BTG2;MUC1;FHL1;FAM107A	geneontology_Biological_Process
